城市,标题,总价(万),单价(元/平),户型,面积(平),朝向,装修,楼层,年份,小区,区域,链接
北京,北京华侨城2号院精装三居室，南北通透，可拎包入住,668,"55,089元/平",3室1厅,121.26平米,南 北,精装,低楼层(共12层),板楼,北京华侨城2号院,欢乐谷,https://bj.lianjia.com/ershoufang/101132490699.html
北京,配套设施完善，生活采买及交通便利,119,"11,799元/平",3室2厅,100.86平米,南 北,其他,顶层(共6层),板楼,宾阳里小区,鼓楼街道,https://bj.lianjia.com/ershoufang/101130747603.html
北京,北师大老师的宿舍居住人群文化素质高,508,"101,297元/平",2室1厅,50.15平米,南 北,简装,底层(共6层),板楼,安平里,宣武门,https://bj.lianjia.com/ershoufang/101134200832.html
北京,鸿坤理想城大满贯 1室1厅 东,185,"27,303元/平",1室1厅,67.76平米,东,简装,高楼层(共18层),2011年,鸿坤理想城大满贯,西红门,https://bj.lianjia.com/ershoufang/101133876001.html
北京,万科新里程55号院 熙悦龙湖天街 大学城北,273,"31,059元/平",2室1厅,87.9平米,南,精装,高楼层(共8层),2013年,万科新里程55号院,长阳,https://bj.lianjia.com/ershoufang/101130782313.html
北京,紧挨通惠河，朝南，采光好，中间楼层，满五唯一,130,"24,272元/平",2室1厅,53.56平米,南,简装,中楼层(共6层),板楼,世图印刷厂家属院,万达,https://bj.lianjia.com/ershoufang/101132378561.html
北京,南北通透 采光充足 靠谱出售,105,"12,103元/平",2室1厅,86.76平米,南 北,精装,底层(共11层),2014年,榆垡新城嘉园B区,大兴机场空港,https://bj.lianjia.com/ershoufang/101131742237.html
北京,石榴园北里带电梯的南向一居，采光好没有遮挡,176,"39,640元/平",1室1厅,44.4平米,南,简装,低楼层(共18层),塔楼,石榴园北里小区,刘家窑,https://bj.lianjia.com/ershoufang/101133336364.html
北京,吉祥雅筑 精装南向一居室 中高楼层 不临街,199,"32,758元/平",1室1厅,60.75平米,南,其他,中楼层(共14层),2012年,吉祥雅筑,后沙峪,https://bj.lianjia.com/ershoufang/101133211475.html
北京,南北2居带客厅，满五唯一，近公园，近地铁，价格可议,279,"43,056元/平",2室1厅,64.8平米,南 北,其他,高楼层(共6层),板楼,六里屯东里,甜水园,https://bj.lianjia.com/ershoufang/101132915729.html
北京,鸿坤理想城六期 2室1厅 南,219,"28,923元/平",2室1厅,75.72平米,南,简装,高楼层(共19层),板塔结合,鸿坤理想城六期,西红门,https://bj.lianjia.com/ershoufang/101133676737.html
北京,新华街五里 2室1厅 南 北,186,"31,214元/平",2室1厅,59.59平米,南 北,简装,底层(共6层),板楼,新华街五里,看丹桥,https://bj.lianjia.com/ershoufang/101130021901.html
北京,房地远洋悦山水 2室1厅 南 北 东,215,"26,778元/平",2室1厅,80.29平米,南 北 东,精装,中楼层(共22层),2017年,房地远洋悦山水,北关,https://bj.lianjia.com/ershoufang/101133528780.html
北京,小营东路6号院 1室1厅 南,198,"51,969元/平",1室1厅,38.1平米,南,简装,顶层(共5层),板楼,小营东路6号院,清河,https://bj.lianjia.com/ershoufang/101133379712.html
北京,满五年唯一三期房源5.2米挑高产权清晰,316,"107,192元/平",1室1厅,29.48平米,北,精装,高楼层(共16层),2007年,荣丰2008,广安门,https://bj.lianjia.com/ershoufang/101130345679.html
北京,区政府家属院 明厨明卫三居室 挨着石景山图书馆,240,"39,442元/平",3室1厅,60.85平米,南 北,简装,底层(共6层),1986年,八角南路,八角,https://bj.lianjia.com/ershoufang/101132777481.html
北京,保利首开熙悦春天 4室1厅 南 北,263,"27,209元/平",4室1厅,96.66平米,南 北,精装,高楼层(共20层),2016年,保利首开熙悦春天,天宫院,https://bj.lianjia.com/ershoufang/101128454344.html
上海,此房满五年，看房很方便，楼层也好业主把钥匙留给我了,192,"48,278元/平",1室1厅,39.77平米,南,简装,低楼层(共6层),1990年,巴林小区,曲阳,https://sh.lianjia.com/ershoufang/107114203917.html
上海,无入住过次新房大三房无遮挡新房精装修,286,"28,681元/平",3室2厅,99.72平米,南 北,精装,高楼层(共18层),2024年,鹏瑞云璟湾,临港新城,https://sh.lianjia.com/ershoufang/107114426586.html
上海,湖语精装三房二卫户型，南边30平院子，诚意出售。,308,"32,942元/平",3室2厅,93.5平米,南 北,精装,低楼层(共6层),2019年,万科湖语森林二期,安亭,https://sh.lianjia.com/ershoufang/107114383430.html
上海,加装电梯 花园社区采光好三房 户型方正 满五 诚意出售,121,"14,303元/平",3室1厅,84.6平米,南,精装,高楼层(共6层),1998年,江海花园,南桥,https://sh.lianjia.com/ershoufang/107114246480.html
上海,必卖好房 海珀佘山电梯洋房，凤凰楼层，业主急售,157,"22,764元/平",2室1厅,68.97平米,南,精装,高楼层(共6层),2016年,绿地海珀佘山,佘山,https://sh.lianjia.com/ershoufang/107114432612.html
上海,刚需一房，楼栋位置好，清水毛坯房，楼层好视野好,80,"15,745元/平",1室1厅,50.81平米,南,毛坯,高楼层(共18层),2017年,沿港河畔家园,奉贤金汇,https://sh.lianjia.com/ershoufang/107113857580.html
上海,前滩次新电梯房+楼间距大+停车方便+户型方正+看房随时,570,"57,927元/平",3室2厅,98.4平米,南,毛坯,低楼层(共16层),2012年,三杨新村二街坊,杨思前滩,https://sh.lianjia.com/ershoufang/107114103432.html
上海,精装修一室户，全明户型，近地铁，带小院。,199,"40,721元/平",1室1厅,48.87平米,南,精装,低楼层(共4层),1987年,锦程小区,西郊,https://sh.lianjia.com/ershoufang/107114386133.html
上海,南北 边套两房，通风舒适，阳光满溢，上师大，高区！,127,"16,531元/平",2室2厅,76.83平米,南 北,精装,高楼层(共18层),2019年,嘉盛园慈竹路987弄,菊园新区,https://sh.lianjia.com/ershoufang/107113843960.html
上海,南北户型格局好，楼层高，采光充足，总价低,99.9,"13,941元/平",2室1厅,71.66平米,南 北,精装,中楼层(共18层),2019年,练祁佳城绿地家苑,菊园新区,https://sh.lianjia.com/ershoufang/107114410800.html
上海,松南城必看装修房，单价低，视野开阔,99,"13,001元/平",2室1厅,76.15平米,北 南,简装,低楼层(共15层),2020年,松南城蔷薇苑,车墩,https://sh.lianjia.com/ershoufang/107112723144.html
上海,前滩+6号线（500米）+大润发,328,"47,800元/平",2室1厅,68.62平米,南 北,简装,中楼层(共6层),1994年,凌兆新村(上浦路165弄),三林,https://sh.lianjia.com/ershoufang/107114371297.html
上海,16周浦东！汇福家园！南北通两房！高楼层!,188,"24,302元/平",2室2厅,77.36平米,南,毛坯,高楼层(共16层),2014年,汇福家园昌盛里南,周浦,https://sh.lianjia.com/ershoufang/107112086691.html
上海,静安寺商圈，百年愚园路，中区楼层，看房随时有钥匙,319,"73,860元/平",1室1厅,43.19平米,南,精装,中楼层(共6层),1983年,愚园路488弄,静安寺,https://sh.lianjia.com/ershoufang/107113886256.html
上海,双轨交+地铁口700米商品房，精装修、视野好，配套齐全,210,"29,265元/平",2室2厅,71.76平米,南 北,简装,中楼层(共6层),2005年,富友嘉园,江桥,https://sh.lianjia.com/ershoufang/107114342544.html
上海,双轨交 精装修 业主置换 楼层高视野好,179,"25,984元/平",2室1厅,68.89平米,南,精装,中楼层(共18层),2014年,紫薇茗庭,泗泾,https://sh.lianjia.com/ershoufang/107114453754.html
上海,（店长推荐）急急急，人车人流 289万 带车位,288,"31,680元/平",3室2厅,90.91平米,南 北,精装,中楼层(共11层),2020年,中粮首创禧瑞祥云,新场,https://sh.lianjia.com/ershoufang/107113509662.html
上海,芙蓉苑小厨房户型，楼层好位置佳，业主诚心出售,130,"16,840元/平",2室1厅,77.2平米,南 北,毛坯,中楼层(共14层),2020年,松南城芙蓉苑,车墩,https://sh.lianjia.com/ershoufang/107113467378.html
上海,8级抗震！百年品质！消防领导监工！视野巨赞！随时看,248,"32,870元/平",2室1厅,75.45平米,南,简装,中楼层(共16层),1997年,国和大楼,中原,https://sh.lianjia.com/ershoufang/107112514509.html
上海,满五年税费少 总价低 近地铁 全明户型,159,"31,529元/平",1室1厅,50.43平米,南,精装,高楼层(共6层),1993年,金杨新村九街坊,金杨,https://sh.lianjia.com/ershoufang/107110555207.html
上海,海滨新村两房 低楼层  低单总价  近地铁,98,"22,122元/平",2室0厅,44.3平米,南,简装,中楼层(共4层),1959年,海滨新村,淞宝,https://sh.lianjia.com/ershoufang/107114462050.html
上海,楼层好，视野宽阔，30万+婚房装，看的见的全留,150,"18,367元/平",3室2厅,81.67平米,南,精装,中楼层(共6层),1997年,江海花园,南桥,https://sh.lianjia.com/ershoufang/107114178388.html
上海,万达旁小两房配套齐全交通便利看房随时,128,"18,877元/平",2室1厅,67.81平米,南,毛坯,低楼层(共18层),2015年,永康城香樟苑,浦江,https://sh.lianjia.com/ershoufang/107114392382.html
上海,静安中环内，双地铁口，大融城，三甲医院，电梯精装！,230,"44,325元/平",2室1厅,51.89平米,南,精装,低楼层(共6层),1994年,龙潭小区,阳城,https://sh.lianjia.com/ershoufang/107113437169.html
上海,墙裂推荐  诚意出售 中间位置 配套齐全,169,"37,176元/平",1室1厅,45.46平米,南,简装,高楼层(共6层),1996年,真光新村第五小区,真光,https://sh.lianjia.com/ershoufang/107114167573.html
上海,新鲜好房，品质改善双南全明两房景观商品房社区地铁近,238,"29,529元/平",2室1厅,80.6平米,南,精装,高楼层(共6层),1995年,航华二村嘉丰公寓,航华,https://sh.lianjia.com/ershoufang/107113993715.html
上海,与前滩为邻，6/8双轨地铁，视野开阔,295,"37,267元/平",3室1厅,79.16平米,南,精装,高楼层(共6层),1997年,海阳新村,杨思前滩,https://sh.lianjia.com/ershoufang/107114149568.html
上海,精装修，高楼层，采光好位置好出入方便近城市沙滩，,29,"6,284元/平",2室1厅,46.15平米,南 北,精装,高楼层(共6层),1981年,石化十村,金山新城,https://sh.lianjia.com/ershoufang/107114433736.html
上海,低总价电梯小户型 出门江五 万科服务精装全配拎包入住,199,"64,864元/平",1室0厅,30.68平米,北,精装,中楼层(共7层),1987年,金阳小区,中山公园,https://sh.lianjia.com/ershoufang/107114366452.html
上海,内环边 精装修采光刺眼明亮 地铁800米业主诚心出售,129,"37,953元/平",1室1厅,33.99平米,东,精装,高楼层(共5层),1956年,宜川三村,甘泉宜川,https://sh.lianjia.com/ershoufang/107114195231.html
上海,店长力推，小区环境好诚心出售错过拍大腿,189,"23,795元/平",2室1厅,79.43平米,南 北,精装,低楼层(共18层),2014年,瑞和城壹街区（汇延路258弄）,闵浦,https://sh.lianjia.com/ershoufang/107114267109.html
上海,带充电桩 位置好，满五年，税费少 南北通，上傅雷,209,"26,813元/平",2室2厅,77.95平米,南 北,精装,低楼层(共14层),2010年,达城锦园,康桥,https://sh.lianjia.com/ershoufang/107114303049.html
上海,近地铁22号线凌空站100米 全明 楼层佳 打一＋模范,208,"27,204元/平",2室1厅,76.46平米,南,简装,中楼层(共11层),2010年,舜峰家苑,曹路,https://sh.lianjia.com/ershoufang/107114187137.html
上海,嘉定新城地铁站精装两房，业主诚意，中高楼层视野好,279,"29,599元/平",2室2厅,94.26平米,南,精装,中楼层(共29层),2014年,中信泰富又一城二期,嘉定新城,https://sh.lianjia.com/ershoufang/107114254144.html
上海,单价4.6万买，莘庄08年商品房，装修4年，地暖+中Y空调,678,"48,620元/平",3室2厅,139.45平米,南,精装,低楼层(共17层),2008年,林水美地苑,莘庄北广场,https://sh.lianjia.com/ershoufang/107113605177.html
上海,老静安+高区电梯房+南北通房型+近地铁+自住装修可拎包,329,"78,954元/平",1室1厅,41.67平米,南 北,精装,高楼层(共6层),1989年,向新新村,江宁路,https://sh.lianjia.com/ershoufang/107114043306.html
上海,鹤沙精选 电梯高层南北通 临河位置 低总价 有钥匙,151.8,"22,161元/平",2室1厅,68.5平米,南 北,简装,中楼层(共18层),2011年,昱星家园西区,航头,https://sh.lianjia.com/ershoufang/107114418011.html
上海,新上双南，精装修，正对小区花园，小区有地下车库！！,228,"32,661元/平",2室1厅,69.81平米,南,精装,低楼层(共34层),2011年,城市方园,中原,https://sh.lianjia.com/ershoufang/107114404320.html
上海,南北采光充足交通便利满五only诚心,349,"72,891元/平",2室1厅,47.88平米,南,简装,高楼层(共7层),1989年,乐山二村,徐家汇,https://sh.lianjia.com/ershoufang/107114359947.html
上海,泥城硬核户型，低总价王炸产品，随时可看房,67.8,"9,601元/平",1室1厅,70.62平米,南,简装,低楼层(共12层),2008年,云帆花苑,泥城镇,https://sh.lianjia.com/ershoufang/107114279745.html
上海,华师大系，地铁次新三房，业主急售。,200,"21,858元/平",3室1厅,91.5平米,南 北,精装,低楼层(共8层),2020年,海上风华,临港新城,https://sh.lianjia.com/ershoufang/107113758133.html
上海,朝南单价低一房，采光好视野佳，近地铁，有钥匙随时看,285,"82,849元/平",1室0厅,34.4平米,南,精装,中楼层(共7层),1987年,斜晖小区,打浦桥,https://sh.lianjia.com/ershoufang/107114151418.html
上海,安静位置带院子+采光好+随时看房业主诚心出售！～,245,"42,923元/平",2室1厅,57.08平米,南,简装,低楼层(共6层),1994年,梅陇四村,华东理工,https://sh.lianjia.com/ershoufang/107114231729.html
上海,小区花园位置带暖气有30平院子南北通得房率高诚意出售,565,"66,604元/平",3室2厅,84.83平米,南,精装,低楼层(共6层),2003年,栖山家园,金杨,https://sh.lianjia.com/ershoufang/107113505342.html
上海,：近蓬莱公园，一梯三户，南北通，闹中取静,328,"76,618元/平",2室1厅,42.81平米,南,简装,中楼层(共5层),1978年,车站支路99弄,蓬莱公园,https://sh.lianjia.com/ershoufang/107114438834.html
上海,一楼带院子（15平左右），实际使用面积大，近地铁。,210,"59,744元/平",1室1厅,35.15平米,南,精装,低楼层(共5层),1983年,新顺小区,新华路,https://sh.lianjia.com/ershoufang/107114396034.html
上海,单价低  边套全明 有钥匙 看中可谈 好房子 难得出来,375,"63,228元/平",2室0厅,59.31平米,南,简装,7层,1992年,东园一村,陆家嘴,https://sh.lianjia.com/ershoufang/107113610594.html
上海,一口价房源！！全明3房+满5唯1+总价低+刚需房,125,"17,955元/平",3室1厅,69.62平米,南,简装,高楼层(共6层),1994年,万寿新村一、二区,盈浦,https://sh.lianjia.com/ershoufang/107110205872.html
上海,同景苑一房带阁楼 自住可拎包 视野开阔 满五年,152,"27,627元/平",1室1厅,55.02平米,南,精装,高楼层(共6层),2006年,同景苑,唐镇,https://sh.lianjia.com/ershoufang/107113389270.html
上海,中环旁电梯中间楼层次新房两房，位置好楼层好,260,"31,700元/平",2室1厅,82.02平米,南 北,毛坯,中楼层(共14层),2007年,紫晶苑,张江,https://sh.lianjia.com/ershoufang/107112617683.html
上海,内环内，地铁口，公园一步之遥 低总价，,170,"47,027元/平",1室0厅,36.15平米,南,简装,高楼层(共6层),1990年,延西小区,新华路,https://sh.lianjia.com/ershoufang/107114374507.html
上海,电梯中高+双南房+湖景+金山卫站,109,"10,731元/平",2室2厅,101.58平米,南,简装,中楼层(共14层),2003年,金海岸花园,金山新城,https://sh.lianjia.com/ershoufang/107112097951.html
