城市,区域,标题,总价(万),单价(元/平),户型,面积(平),朝向,装修,楼层,年份,小区,链接
sz,全市,近莲花山公园北大医院 户型方正通透 一周必卖,399,"63,943元/平",2室1厅,62.4平米,北,简装,33层,2006年,五洲星苑,https://sz.lianjia.com/ershoufang/105121462606.html
sz,全市,满五年东南向  业主诚心卖 户型方正，高使用率,275,"36,928元/平",2室2厅,74.47平米,东南,精装,18层,2006年,桂芳园八期,https://sz.lianjia.com/ershoufang/105121759188.html
sz,全市,此房楼层好、视野开阔、采光充足、诚信售卖,470,"44,340元/平",2室2厅,106平米,西南,精装,高楼层(共56层),2005年,加福广场华尔登府邸,https://sz.lianjia.com/ershoufang/105118747957.html
sz,全市,电梯高楼层，满五年带空中花园，已做好五房,350,"37,128元/平",3室2厅,94.27平米,东南,精装,中楼层(共21层),2005年,桂芳园六期,https://sz.lianjia.com/ershoufang/105119677344.html
sz,全市,凯东吉祥悦府精装四房两卫 东南朝向 业主诚心出售,236,"26,646元/平",4室2厅,88.57平米,南,其他,中楼层(共33层),2020年,凯东吉祥悦府,https://sz.lianjia.com/ershoufang/105122589267.html
sz,全市,近14号线地铁口，使用率高，有60平大平台,400,"43,721元/平",3室2厅,91.49平米,南 北,简装,高楼层(共18层),2007年,康桥紫郡,https://sz.lianjia.com/ershoufang/105119379684.html
sz,全市,港湾生活小区地铁2号线樱花公园全新精装修拎包入住,329,"42,728元/平",2室2厅,77平米,南,其他,低楼层(共6层),1986年,港湾生活小区,https://sz.lianjia.com/ershoufang/105121983604.html
sz,全市,全新毛坯  诚意出售    满五年 看房方便,345,"38,966元/平",3室2厅,88.54平米,西南,毛坯,33层,2015年,麓园,https://sz.lianjia.com/ershoufang/105118772361.html
sz,全市,益田村高层一手高层3房南向安静花园景，光线通风好,628,"64,683元/平",3室2厅,97.09平米,东南,其他,高楼层(共28层),2002年,益田村,https://sz.lianjia.com/ershoufang/105122617463.html
sz,全市,香林玫瑰花园 4室1厅 南,448.8,"37,734元/平",4室1厅,118.94平米,南,精装,中楼层(共11层),2004年,香林玫瑰花园,https://sz.lianjia.com/ershoufang/105122816196.html
sz,全市,七街公馆一房一厅，安静，业主诚意出售165，方便看房,158,"36,164元/平",1室1厅,43.69平米,北,简装,中楼层(共33层),2010年,七街公馆,https://sz.lianjia.com/ershoufang/105120613952.html
sz,全市,总高25层小高层全新装修未住过人。楼下沃尔玛,328,"36,033元/平",3室2厅,91.03平米,东北,简装,低楼层(共25层),2023年,勤诚达正大城乐园,https://sz.lianjia.com/ershoufang/105120983598.html
sz,全市,房子满五，户型方正，位置好，楼层佳，采光好,260,"35,863元/平",2室1厅,72.5平米,东南,简装,低楼层(共7层),1992年,洪湖一街五号大院罗湖区,https://sz.lianjia.com/ershoufang/105122080742.html
sz,全市,福田大三房，业主诚意出售，看房方便,430,"39,815元/平",3室2厅,108平米,南,简装,中楼层(共33层),1996年,新洲大厦,https://sz.lianjia.com/ershoufang/105115893543.html
sz,全市,此房买来满两年，居家精装修，保养好，拎包入住.,265,"30,962元/平",1室2厅,85.59平米,东南,精装,高楼层(共35层),2003年,丹枫白露城东1号,https://sz.lianjia.com/ershoufang/105119021461.html
sz,全市,南向精装三房，几乎没住过，2020年次新房，业主诚售,470,"53,288元/平",3室2厅,88.2平米,东南,精装,中楼层(共31层),2020年,山海上园,https://sz.lianjia.com/ershoufang/105122171944.html
sz,全市,急急急卖 阳光天健大运四房 价格美丽,800,"59,080元/平",4室2厅,135.41平米,东南,简装,高楼层(共26层),2010年,阳光天健城,https://sz.lianjia.com/ershoufang/105122408937.html
sz,全市,近地铁，采光好，户型方正。满五唯一,199,"28,917元/平",2室1厅,68.82平米,北,其他,18层,2005年,美杜兰华庭,https://sz.lianjia.com/ershoufang/105122679637.html
sz,全市,业主诚心卖的，自住房保养好。满五唯一税费少,276,"43,824元/平",2室1厅,62.98平米,南,简装,高楼层(共35层),2013年,龙悦居四期,https://sz.lianjia.com/ershoufang/105121516109.html
sz,全市,户型方正实用，采光好，装修好，生活便利，业主急卖,180,"44,248元/平",1室1厅,40.68平米,东北,精装,低楼层(共30层),2014年,京基滨河时代广场北区,https://sz.lianjia.com/ershoufang/105118214177.html
sz,全市,京基大两房便宜出售 满五红本.业主自住装修很温馨,188,"23,436元/平",2室2厅,80.22平米,西南,其他,高楼层(共29层),2015年,京基御景印象二期,https://sz.lianjia.com/ershoufang/105122327113.html
sz,全市,宝田雅苑端头两房，西南看小区，装修保养好，居家安静,298,"41,303元/平",2室1厅,72.15平米,南,其他,中楼层(共17层),2010年,宝田雅苑,https://sz.lianjia.com/ershoufang/105122526922.html
sz,全市,花园中间，格局方正，业主诚心出售,380,"49,654元/平",3室2厅,76.53平米,南,其他,中楼层(共7层),1995年,松坪村菊苑,https://sz.lianjia.com/ershoufang/105122374522.html
sz,全市,红岭地铁口 商务公寓  租金哇塞 着急卖,138,"19,285元/平",2室1厅,71.56平米,东,其他,中楼层(共27层),2008年,中航凯特公寓,https://sz.lianjia.com/ershoufang/105122168787.html
sz,全市,客厅出阳台大三房，楼层好，业主诚心卖的,405,"33,527元/平",3室2厅,120.8平米,西,简装,低楼层(共33层),1995年,彩虹新都,https://sz.lianjia.com/ershoufang/105118428501.html
sz,全市,锦花大厦 近地铁口  大2房 诚心卖,270,"27,501元/平",2室2厅,98.18平米,南,其他,24层,1992年,锦花大厦,https://sz.lianjia.com/ershoufang/105120305728.html
sz,全市,庐山花园，不用社保70年产权住宅，户型方正，诚心放卖,149,"34,112元/平",1室1厅,43.68平米,东,精装,高楼层(共31层),1996年,庐山花园,https://sz.lianjia.com/ershoufang/105122530289.html
sz,全市,业主诚心出售  离罗湖口岸仅一街之隔，楼下地铁站,102,"23,524元/平",1室0厅,43.36平米,东南,精装,中楼层(共36层),1998年,大中华汇展阁,https://sz.lianjia.com/ershoufang/105112148135.html
sz,全市,PURE33璞岸 3室1厅 北,150,"17,073元/平",3室1厅,87.86平米,北,其他,低楼层(共16层),2015年,PURE33璞岸,https://sz.lianjia.com/ershoufang/105122691001.html
sz,全市,华强城一期精装竖厅南向三房两卫,366,"41,800元/平",3室2厅,87.56平米,南,简装,低楼层(共32层),2019年,华强城市花园一期,https://sz.lianjia.com/ershoufang/105122143413.html
sz,全市,满五红本税少，采光通透，自住，保养好,786,"88,524元/平",3室1厅,88.79平米,南,精装,31层,2014年,莱蒙水榭春天B区6期,https://sz.lianjia.com/ershoufang/105120364739.html
sz,全市,地铁口物业精装两房 诚心出售 。,318,"49,688元/平",2室1厅,64平米,北,精装,7层,2002年,御海新苑二期,https://sz.lianjia.com/ershoufang/105121355428.html
sz,全市,南北通，位置好！光线足！诚卖！,268,"28,812元/平",3室2厅,93.02平米,南,精装,高楼层(共7层),板塔结合,新秀村北区,https://sz.lianjia.com/ershoufang/105119720251.html
sz,全市,视野开阔，站在窗前，景贝南小区的景色尽收眼底,138,"39,205元/平",1室1厅,35.2平米,西,简装,中楼层(共32层),2004年,京基东方都会,https://sz.lianjia.com/ershoufang/105122065802.html
sz,全市,房子红本在手，无抵押，业主诚心出售，,150,"46,964元/平",1室1厅,31.94平米,南,精装,高楼层(共34层),2005年,越海家园,https://sz.lianjia.com/ershoufang/105121925747.html
sz,全市,户型方正，南向 看米铺，景色美，采光佳 ，安静舒适,205,"43,534元/平",1室0厅,47.09平米,南,简装,低楼层(共28层),2007年,加福广场华尔登府邸,https://sz.lianjia.com/ershoufang/105116680934.html
sz,全市,勤诚达誉府 高层看山景 只需契税 智能新装修未住过人,210,"25,308元/平",3室2厅,82.98平米,西北,精装,高楼层(共48层),2024年,勤诚达誉府,https://sz.lianjia.com/ershoufang/105122827355.html
sz,全市,楼层低，南外文华比邻而居，家门口的公园天然氧吧,499,"57,555元/平",3室2厅,86.7平米,南,简装,低楼层(共7层),1994年,科技园四十八区,https://sz.lianjia.com/ershoufang/105121024389.html
sz,全市,富源顶楼复式 配套完善 急售可谈,560,"38,979元/平",5室2厅,143.67平米,东 南,精装,高楼层(共7层),1998年,富源花园,https://sz.lianjia.com/ershoufang/105120103696.html
sz,全市,龙城国际 南北向大五房  板楼户型方正  诚意售,649,"38,199元/平",5室2厅,169.9平米,南,精装,低楼层(共20层),2008年,龙城国际,https://sz.lianjia.com/ershoufang/105118748202.html
sz,全市,满五年唯一 朝南安静税费少 少有的大阳台户型,385,"63,479元/平",2室1厅,60.65平米,西南,其他,32层,2007年,深蓝公寓,https://sz.lianjia.com/ershoufang/105119125780.html
sz,全市,凤凰层，视野好，装修好，客户都说房子好,590,"73,935元/平",2室2厅,79.8平米,西北,精装,30层,2005年,丽晶国际,https://sz.lianjia.com/ershoufang/105120511062.html
sz,全市,此房朝南，视野开阔，通风采光好 双地铁，看房方便,240,"33,159元/平",2室2厅,72.38平米,东南,其他,32层,2017年,中粮云景花园南区,https://sz.lianjia.com/ershoufang/105120737624.html
sz,全市,本 部旁南向大2房 入户大阳台 户型实用 采光好 价可谈,440,"63,750元/平",2室1厅,69.02平米,南,简装,高楼层(共7层),1984年,园岭新村,https://sz.lianjia.com/ershoufang/105119435355.html
sz,全市,大冲新城：南外大冲 1号线地铁口 万象天地,305,"60,492元/平",1室1厅,50.42平米,西,简装,44层,2016年,大冲新城花园,https://sz.lianjia.com/ershoufang/105121672933.html
sz,全市,红山地铁口大四房，龙华品质天花板,898,"76,957元/平",4室2厅,116.69平米,东南,其他,中楼层(共42层),塔楼,天曜府,https://sz.lianjia.com/ershoufang/105122729530.html
sz,全市,满五唯一，红本在手，高楼层视野无遮挡,295,"33,550元/平",2室1厅,87.93平米,西北,精装,中楼层(共31层),2017年,华盛西荟城4期,https://sz.lianjia.com/ershoufang/105121531310.html
sz,全市,南山地铁口 电梯房小户型 单身小年轻过度之所,107,"50,235元/平",1室0厅,21.3平米,南,其他,18层,2001年,仓前锦福苑,https://sz.lianjia.com/ershoufang/105122056042.html
sz,全市,莲塘品质社区鹏兴六期精装2房 高楼层 红本满五年唯一,378,"47,280元/平",2室2厅,79.95平米,东北,精装,高楼层(共22层),2003年,鹏兴花园六期,https://sz.lianjia.com/ershoufang/105121548060.html
sz,全市,金地真复式小区中间户型4房3卫，南向看花园,275,"30,716元/平",4室1厅,89.53平米,南,精装,中楼层(共31层),2014年,金地名峰,https://sz.lianjia.com/ershoufang/105120877530.html
sz,全市,高楼层采光充足效果好，自住随时方便看房。,215,"28,511元/平",3室2厅,75.41平米,南,精装,低楼层(共33层),2014年,万科金域缇香二期,https://sz.lianjia.com/ershoufang/105121767213.html
sz,全市,户型方正  精装修  满五唯一 税费少,180,"53,941元/平",1室1厅,33.37平米,东北,简装,中楼层(共34层),2005年,京基御景华城,https://sz.lianjia.com/ershoufang/105122298488.html
sz,全市,中航天逸B区高楼层朝南三房，满五唯一仅有契税,635,"71,947元/平",3室2厅,88.26平米,西南,精装,高楼层(共30层),2013年,中航天逸,https://sz.lianjia.com/ershoufang/105119763495.html
sz,全市,星湖南向一房一厅，近地铁，满五红本在手，诚心出售,145,"37,840元/平",1室1厅,38.32平米,东南,精装,中楼层(共28层),2005年,星湖花园,https://sz.lianjia.com/ershoufang/105117038752.html
sz,全市,地铁口物业，朝南两房户型，大花园社区，低密度，,473,"51,847元/平",3室2厅,91.23平米,东,简装,11层,2002年,丽景城,https://sz.lianjia.com/ershoufang/105120129745.html
sz,全市,户型方正，视野开阔，通风采光好，满五年，带精装修,699,"59,775元/平",5室2厅,116.94平米,东南,其他,52层,2018年,壹成中心第六区,https://sz.lianjia.com/ershoufang/105120036157.html
sz,全市,高楼层，近地铁，视野开阔，通风好,388,"38,272元/平",4室2厅,101.38平米,西,精装,32层,2018年,拾悦城,https://sz.lianjia.com/ershoufang/105117685124.html
sz,全市,城市明珠 高区 满五唯一 急售,368,"37,986元/平",3室2厅,96.88平米,南,简装,高楼层(共18层),2007年,劲力城市明珠,https://sz.lianjia.com/ershoufang/105119365857.html
sz,全市,户型方正 采光好 看房方便！！！,568,"63,309元/平",3室2厅,89.72平米,西南,简装,29层,1998年,景龙大厦,https://sz.lianjia.com/ershoufang/105119576984.html
sz,全市,中海西岸华府129平米新装修大四房出售,440,"34,091元/平",4室2厅,129.07平米,南,其他,低楼层(共27层),2008年,中海西岸华府北区,https://sz.lianjia.com/ershoufang/105120708289.html
sz,全市,红本在手，只有契税，中高楼层，采光好，视野开阔,266,"37,838元/平",2室2厅,70.3平米,南 东北,精装,中楼层(共33层),板楼,清平华府,https://sz.lianjia.com/ershoufang/105122689443.html
sz,全市,20年全屋精装 满五红本 南向看花园 采光充足 拎包入住,699,"57,409元/平",3室2厅,121.76平米,西南,其他,高楼层(共11层),2000年,弘雅花园雅豪轩三期,https://sz.lianjia.com/ershoufang/105122103961.html
sz,全市,皓月花园两房  满五唯一  红本  税费少,248,"37,633元/平",2室1厅,65.9平米,北,其他,高楼层(共7层),2005年,皓月花园,https://sz.lianjia.com/ershoufang/105121791534.html
sz,全市,世纪村王府4房业主诚意出售   看房24方便,1950,"73,427元/平",4室3厅,265.57平米,西南,简装,29层,2003年,世纪村三期,https://sz.lianjia.com/ershoufang/105122492443.html
